step,epoch,loss,lm,cls,rec,dist,ahead,lr
1,0,1.5024709701538086,1.3982365131378174,0.665291965007782,0.5553674697875977,0.0,0.19873832166194916,1.9999896186455852e-05
2,0,2.675157070159912,2.586808919906616,0.6801800727844238,0.2645864188671112,8.109761893138057e-07,0.1420159637928009,1.9999584748092293e-05
3,0,2.2284555435180664,2.1462485790252686,0.6278723478317261,0.22652098536491394,1.0829260190803325e-06,0.1618712842464447,1.9999065691715965e-05
4,0,2.0134048461914062,1.9230716228485107,0.6370150446891785,0.376155823469162,1.276812668038474e-06,0.15647847950458527,1.9998339028671094e-05
5,0,1.6451061964035034,1.5685642957687378,0.5828143954277039,0.19620995223522186,1.4608184528697166e-06,0.16900038719177246,1.9997404774839252e-05
6,0,1.9826406240463257,1.876503586769104,0.8338643908500671,0.3252524435520172,1.5776873851791606e-06,0.12975890934467316,1.999626295063901e-05
7,0,2.118417501449585,2.051161527633667,0.5612989664077759,0.12132742255926132,1.5413920664286707e-06,0.10119561105966568,1.999491358102548e-05
8,0,2.3814427852630615,2.355759620666504,,0.3525921404361725,1.69086808909924e-06,0.16107220947742462,1.9993356695489792e-05
9,0,1.2530179023742676,1.186625361442566,0.5604261159896851,0.07893732935190201,1.9100139070360456e-06,0.1280612200498581,1.999159232805843e-05
10,0,1.649224042892456,1.5767383575439453,0.49565553665161133,0.2930063009262085,1.7801547755880165e-06,0.1653965711593628,1.9989620517292498e-05
11,0,2.0731475353240967,2.0074896812438965,0.47058403491973877,0.23384016752243042,1.969556933545391e-06,0.13814930617809296,1.9987441306286873e-05
12,0,2.079944610595703,2.022587776184082,0.4438304901123047,0.07971969991922379,1.8932502143798047e-06,0.17975859344005585,1.9985054742669263e-05
13,0,1.6771222352981567,1.6148039102554321,0.449925035238266,0.20632122457027435,2.220720944023924e-06,0.1401963233947754,1.9982460878599166e-05
14,0,1.2663575410842896,1.2148057222366333,0.4139878451824188,0.06897594034671783,1.9819303815893363e-06,0.13408371806144714,1.9979659770766737e-05
15,0,1.752653956413269,1.6964507102966309,0.3826040029525757,0.230844184756279,2.097011929436121e-06,0.1280122697353363,1.997665148039154e-05
16,0,1.6225215196609497,1.562286376953125,0.39091527462005615,0.25187233090400696,2.1756693513452774e-06,0.1709991842508316,1.9973436073221214e-05
