image,y,score,pred
007.jpg,0,0.37816153743508046,1
017.jpg,0,0.00819310629832811,0
018.jpg,0,0.036563998252991725,0
020.jpg,0,0.41311361040642103,1
021.jpg,0,0.010796109048096638,0
027.jpg,0,0.012198586557511493,0
028.jpg,0,0.0022378348393146128,0
033.jpg,1,0.5558444983731445,1
034.jpg,1,0.9827876445575346,1
044.jpg,0,0.0003885228300022721,0
046.jpg,1,0.9425637763654768,1
050.jpg,1,0.7937589208778925,1
051.jpg,1,0.5403450812835058,1
054.jpg,1,0.07098966629701967,0
063.jpg,0,0.0004118540565096395,0
065.jpg,0,0.014803394121355099,0
066.jpg,0,0.0002972822195271227,0
070.jpg,0,0.002190635299908981,0
074.jpg,0,0.9698183249497317,1
078.jpg,0,0.00043106853077388345,0
080.jpg,0,0.001134165764301346,0
082.jpg,0,0.06385542679869229,0
083.jpg,0,0.00011397194108671758,0
089.jpg,0,0.15038664793638512,0
096.jpg,0,0.24614093245569352,1
104.jpg,0,0.0012235794599315863,0
111.jpg,1,0.9891591461235291,1
113.jpg,0,0.025305649881994775,0
116.jpg,1,0.9465468599224763,1
117.jpg,0,0.0006727300347593708,0
119.jpg,0,0.057148961909526404,0
123.jpg,0,0.0021118458942261846,0
124.jpg,1,0.9524300744771926,1
126.jpg,1,0.9185386914780982,1
130.jpg,1,0.9944404425624739,1
140.jpg,0,0.8349261289862249,1
143.jpg,0,0.9991083678443134,1
149.jpg,0,0.0013106918757866983,0
150.jpg,0,0.0001639266786509722,0
152.jpg,0,0.00665586750895943,0
153.jpg,0,0.0004716577112567979,0
154.jpg,0,0.0018160566609969036,0
156.jpg,0,4.9870492251647676e-05,0
158.jpg,0,0.0007494812204274457,0
159.jpg,0,0.08598385618989318,0
161.jpg,0,8.136778517015907e-05,0
167.jpg,0,0.0017155182173898232,0
177.jpg,1,0.9912465079470051,1
179.jpg,0,0.02118469677762962,0
180.jpg,0,0.0006667417477801641,0
181.jpg,0,0.11669282687631197,0
182.jpg,0,0.000663535355411831,0
184.jpg,0,0.00023694697305915246,0
186.jpg,0,0.0023802708511045426,0
193.jpg,0,0.00011104674617400673,0
196.jpg,0,0.0005512083758803135,0
210.jpg,0,0.014027088892714958,0
216.jpg,0,0.009902951052279452,0
222.jpg,0,0.000654205646165693,0
224.jpg,0,0.4094200676942961,1
226.jpg,0,0.0038467874773011864,0
233.jpg,0,0.17299751606396957,0
235.jpg,0,0.03942284692843565,0
238.jpg,0,0.020809266030340806,0
239.jpg,0,7.372362848216516e-06,0
242.jpg,0,4.728181902754267e-05,0
246.jpg,0,0.010128942833737666,0
247.jpg,0,1.0653442400227807e-06,0
266.jpg,0,0.02784137491285371,0
287.jpg,0,0.0001413241710355611,0
289.jpg,1,0.708686680478048,1
290.jpg,0,0.2898177761455583,1
312.jpg,0,0.06381129511088855,0
315.jpg,0,0.0049069585463873315,0
318.jpg,0,0.2842589015895488,1
319.jpg,0,0.3258163995023741,1
334.jpg,1,0.9710853275642829,1
340.jpg,1,0.9986319367186266,1
344.jpg,1,0.8874512996307314,1
351.jpg,1,0.9951844203678377,1
356.jpg,1,0.9915418110214326,1
357.jpg,0,0.010971984631327683,0
361.jpg,1,0.14343104178368016,0
364.jpg,1,0.45930788096976477,1
369.jpg,1,0.9836290783593572,1
373.jpg,1,0.9589013186745562,1
375.jpg,1,0.9756085554779167,1
381.jpg,1,0.9912790260498625,1
394.jpg,0,0.05164152684776674,0
395.jpg,0,0.000497983061008232,0
405.jpg,1,0.9688423650675339,1
409.jpg,1,0.9396544862442725,1
410.jpg,1,0.9851452469383504,1
415.jpg,1,0.2737574014102969,1
420.jpg,0,0.0024658115002951144,0
424.jpg,0,0.0006177472217292813,0
426.jpg,0,0.0010602428953686543,0
427.jpg,1,0.09047613819223799,0
430.jpg,1,0.9998848920772022,1
431.jpg,0,4.151427469125301e-06,0
432.jpg,0,0.9072618592748306,1
441.jpg,0,0.016378533806037758,0
448.jpg,0,7.1382259477542505e-06,0
449.jpg,0,0.0005974904804412693,0
455.jpg,0,0.4264005523988102,1
458.jpg,0,0.0001318013941494873,0
464.jpg,0,0.8735949492455825,1
469.jpg,0,0.01179075449042988,0
470.jpg,0,0.034752354782706926,0
472.jpg,0,0.0021532347702755677,0
474.jpg,0,0.0016552306977472688,0
482.jpg,0,0.00029153862006428875,0
484.jpg,0,0.0002421902383249831,0
486.jpg,0,0.00029007383146176214,0
487.jpg,0,0.0009808442770995753,0
491.jpg,0,0.004723657585214526,0
492.jpg,0,0.12494639573952586,0
495.jpg,0,0.11760500176916781,0
