image,y,score,pred
007.jpg,0,0.042763371551876,0
017.jpg,0,0.00024526122201524737,0
018.jpg,0,0.147212202911872,0
020.jpg,0,0.13060700030219058,0
021.jpg,0,0.005231730221085052,0
027.jpg,0,5.758363318968882e-05,0
028.jpg,0,0.00033534645234360147,0
033.jpg,1,0.7131850110076029,1
034.jpg,1,0.9918776824958909,1
044.jpg,0,0.0006351163540130287,0
046.jpg,1,0.9999995461260346,1
050.jpg,1,0.054311215194330215,0
051.jpg,1,0.9999859124716801,1
054.jpg,1,0.03447088650482541,0
063.jpg,0,0.0003185130875837168,0
065.jpg,0,0.07680433298425413,0
066.jpg,0,0.002929250241758312,0
070.jpg,0,0.0025025810931950452,0
074.jpg,0,0.9540421926655346,1
078.jpg,0,0.0009711957195586604,0
080.jpg,0,0.024551949939885135,0
082.jpg,0,0.16179698858312092,0
083.jpg,0,0.009680464884224171,0
089.jpg,0,0.00018147272344257786,0
096.jpg,0,0.006399317082083852,0
104.jpg,0,0.0015855438852650906,0
111.jpg,1,0.9977133528179296,1
113.jpg,0,0.015736851997917217,0
116.jpg,1,0.9748843511838223,1
117.jpg,0,3.6176346487619745e-05,0
119.jpg,0,0.2893613025898862,0
123.jpg,0,0.0022319912612946183,0
124.jpg,1,0.9790426457567006,1
126.jpg,1,0.9956260620888171,1
130.jpg,1,0.9995050186040294,1
140.jpg,0,0.949009182296627,1
143.jpg,0,0.9324574715311703,1
149.jpg,0,0.010451680350824747,0
150.jpg,0,0.0017766040516158162,0
152.jpg,0,6.498698037508442e-05,0
153.jpg,0,0.00021742534048427525,0
154.jpg,0,0.008121568789325026,0
156.jpg,0,0.0023665126435142222,0
158.jpg,0,0.007546932295970822,0
159.jpg,0,0.04245629004030296,0
161.jpg,0,0.0006817617617636399,0
167.jpg,0,0.002318635946965878,0
177.jpg,1,0.9972042151057287,1
179.jpg,0,0.0024343305140984194,0
180.jpg,0,0.011568456662399204,0
181.jpg,0,0.028181908632807944,0
182.jpg,0,0.0016843649222801893,0
184.jpg,0,0.0007218211489457421,0
186.jpg,0,0.0014979719487935603,0
193.jpg,0,3.0851220923381614e-06,0
196.jpg,0,0.5155636767837768,1
210.jpg,0,0.026128155613464252,0
216.jpg,0,0.0003857212725938612,0
222.jpg,0,0.0012916648012439745,0
224.jpg,0,0.030568844352259164,0
226.jpg,0,0.00596665742047264,0
233.jpg,0,0.0031436247589511582,0
235.jpg,0,0.0008754870056259367,0
238.jpg,0,0.0017712740644769136,0
239.jpg,0,0.00019832791526061785,0
242.jpg,0,7.990001876304786e-05,0
246.jpg,0,0.0012397233340454815,0
247.jpg,0,2.3810227481251952e-05,0
266.jpg,0,0.0029393937182706493,0
287.jpg,0,0.0008379471038401434,0
289.jpg,1,0.9815308733266115,1
290.jpg,0,0.46530728663268933,1
312.jpg,0,0.044854936648017915,0
315.jpg,0,0.011915014200388202,0
318.jpg,0,0.18871598969744263,0
319.jpg,0,0.2072663742906156,0
334.jpg,1,0.997473505033753,1
340.jpg,1,0.9977389143467438,1
344.jpg,1,0.04323040504036937,0
351.jpg,1,0.9722502790629235,1
356.jpg,1,0.9996695051355715,1
357.jpg,0,0.07657884985560806,0
361.jpg,1,0.23610687901352695,0
364.jpg,1,0.9073930559100328,1
369.jpg,1,0.8419917022242676,1
373.jpg,1,0.9902635321756065,1
375.jpg,1,0.9999131514137835,1
381.jpg,1,0.9980848538100022,1
394.jpg,0,0.25880352621178637,0
395.jpg,0,0.00011131829301729454,0
405.jpg,1,0.9979844562680035,1
409.jpg,1,0.8162158890709722,1
410.jpg,1,0.9937655091941731,1
415.jpg,1,0.022203460665984442,0
420.jpg,0,0.019542097217374824,0
424.jpg,0,0.00026159710512319934,0
426.jpg,0,0.003767945092802263,0
427.jpg,1,0.8485077301492505,1
430.jpg,1,0.9999860938267428,1
431.jpg,0,0.0002474257947129848,0
432.jpg,0,0.05758573298488606,0
441.jpg,0,0.0003070883307639327,0
448.jpg,0,7.171129654330898e-05,0
449.jpg,0,9.232110237798862e-06,0
455.jpg,0,0.9168984561089557,1
458.jpg,0,0.0009743243449692026,0
464.jpg,0,0.9595824534854328,1
469.jpg,0,0.13022437268461817,0
470.jpg,0,0.00039169356373905303,0
472.jpg,0,0.00015817718697249143,0
474.jpg,0,0.0008823408179531698,0
482.jpg,0,0.01675767145131852,0
484.jpg,0,0.0007702995121191137,0
486.jpg,0,0.005289556931431887,0
487.jpg,0,0.0005610390717844065,0
491.jpg,0,0.0005299175100390383,0
492.jpg,0,0.03314335422082538,0
495.jpg,0,0.1866742732441443,0
