image,y,score,pred
007.jpg,0,0.22271189210529038,0
017.jpg,0,0.46879195395004103,0
018.jpg,0,0.40733829651044284,0
020.jpg,0,0.29422467636917166,0
021.jpg,0,0.2942246162901327,0
027.jpg,0,0.4378260648384066,0
028.jpg,0,0.4687921805318832,0
033.jpg,1,0.7057732488887906,1
034.jpg,1,0.49999980098899155,1
044.jpg,0,0.4999998903606488,1
046.jpg,1,0.6224525791852967,1
050.jpg,1,0.6513471733857458,1
051.jpg,1,0.6224525986586883,1
054.jpg,1,0.592662570384296,1
063.jpg,0,0.29422403917702983,0
065.jpg,0,0.4073377147276705,0
066.jpg,0,0.3775456701930117,0
070.jpg,0,0.2451002969973006,0
074.jpg,0,0.3775477172181561,0
078.jpg,0,0.2689519609739566,0
080.jpg,0,0.7981792876889702,1
082.jpg,0,0.4999999949925506,1
083.jpg,0,0.34865210034959293,0
089.jpg,0,0.5312078501665393,1
096.jpg,0,0.29422192446248446,0
104.jpg,0,0.4687919692347501,0
111.jpg,1,0.5621731044812691,1
113.jpg,0,0.6224534715016928,1
116.jpg,1,0.46879204038136996,0
117.jpg,0,0.49999981570631913,1
119.jpg,0,0.37755003241710644,0
123.jpg,0,0.37754695387015225,0
124.jpg,1,0.6224527291293573,1
126.jpg,1,0.6224527156219138,1
130.jpg,1,0.7057768339762311,1
140.jpg,0,0.4378275363192603,0
143.jpg,0,0.5621736524266581,1
149.jpg,0,0.34865120433004837,0
150.jpg,0,0.40733754625002966,0
152.jpg,0,0.26894965451352115,0
153.jpg,0,0.4999999949860423,1
154.jpg,0,0.2689532190554126,0
156.jpg,0,0.34865205452175996,0
158.jpg,0,0.49999999499000136,1
159.jpg,0,0.5621734227764327,1
161.jpg,0,0.5926620801312186,1
167.jpg,0,0.5312079763002702,1
177.jpg,1,0.43782694330137106,0
179.jpg,0,0.5926631294193945,1
180.jpg,0,0.43782649215753955,0
181.jpg,0,0.6513452643734199,1
182.jpg,0,0.26895005566571833,0
184.jpg,0,0.40733767272442356,0
186.jpg,0,0.5621734407974223,1
193.jpg,0,0.24509625070756474,0
196.jpg,0,0.26895397648636254,0
210.jpg,0,0.32082806535670844,0
216.jpg,0,0.3486519934070784,0
222.jpg,0,0.4378261690634134,0
224.jpg,0,0.6224536955051537,1
226.jpg,0,0.562173500709767,1
233.jpg,0,0.49999999498218983,1
235.jpg,0,0.7310498298385387,1
238.jpg,0,0.679171525624654,1
239.jpg,0,0.37754752590682267,0
242.jpg,0,0.22271439796103798,0
246.jpg,0,0.29422381515419843,0
247.jpg,0,0.29422520743876274,0
266.jpg,0,0.5926623739659265,1
287.jpg,0,0.29422284700633666,0
289.jpg,1,0.7057746411957654,1
290.jpg,0,0.679170939099352,1
312.jpg,0,0.43782640117173427,0
315.jpg,0,0.3208279967049655,0
318.jpg,0,0.37754639450527483,0
319.jpg,0,0.3775450177482434,0
334.jpg,1,0.5926621047809285,1
340.jpg,1,0.6513467460329467,1
344.jpg,1,0.5312076340315407,1
351.jpg,1,0.3208309309943494,0
356.jpg,1,0.43782878024966515,0
357.jpg,0,0.5312080248316391,1
361.jpg,1,0.705775874013282,1
364.jpg,1,0.5926624416573756,1
369.jpg,1,0.5926611273673669,1
373.jpg,1,0.6224547136920799,1
375.jpg,1,0.6513478003971168,1
381.jpg,1,0.6791709076426745,1
394.jpg,0,0.5926624241804391,1
395.jpg,0,0.24509318670677246,0
405.jpg,1,0.7310497706521188,1
409.jpg,1,0.731049203443963,1
410.jpg,1,0.5621727587430657,1
415.jpg,1,0.37754788297760244,0
420.jpg,0,0.5926626752404601,1
424.jpg,0,0.2689513993396974,0
426.jpg,0,0.29422444490322835,0
427.jpg,1,0.5312078908597149,1
430.jpg,1,0.6224516175855597,1
431.jpg,0,0.24509555392862356,0
432.jpg,0,0.7549057249708365,1
441.jpg,0,0.37754702350288866,0
448.jpg,0,0.4999998903450854,1
449.jpg,0,0.4999998903485669,1
455.jpg,0,0.24510049951105492,0
458.jpg,0,0.294223843047432,0
464.jpg,0,0.32083211344239576,0
469.jpg,0,0.4687922443098889,0
470.jpg,0,0.7549072184518496,1
472.jpg,0,0.5926622815936167,1
474.jpg,0,0.4999999949959224,1
482.jpg,0,0.26895573773497505,0
484.jpg,0,0.16452645556136208,0
486.jpg,0,0.3775462818612792,0
487.jpg,0,0.3775466184253447,0
491.jpg,0,0.3775467316191275,0
492.jpg,0,0.29422400012824584,0
495.jpg,0,0.2689555009322044,0
